customer_id,persona,upi_monthly_inflow_avg,upi_inflow_volatility,upi_active_days_per_month,gst_monthly_turnover,gst_filing_consistency,utility_payment_regularity,utility_avg_delay_days,telecom_recharge_frequency,telecom_recharge_consistency,ecommerce_txn_frequency,ecommerce_return_rate,mobility_active_days,mobility_distance_trend,existing_bureau_flag,existing_bureau_score_partial,months_of_data_available,num_sources_available,default_label
0285be72-49d7-4b80-86c9-6dfff670e61a,Gig Worker,23309.51,0.4656,22,,,,,1.43,0.4859,3.25,0.2519,13.52,0.0097,True,487.0,13,4,0
96b425f4-0260-4ecf-a888-05690f2ef947,Gig Worker,39804.97,0.3811,23,,,,,2.46,0.7354,,,22.92,0.1692,False,,25,3,0
322564d5-933e-4d22-9804-e4e8713b6cf1,Gig Worker,39350.73,0.5487,22,,,,,1.89,0.7201,,,16.27,-0.0372,False,,18,3,0
228d7240-2480-458f-9ad4-81847a7a46c4,First-time Borrower,45010.62,0.3265,17,,,0.5385,10.21,,,3.95,0.1863,,,True,623.0,17,3,0
5758d0c1-22b6-4efe-b133-ad13abf359d1,Gig Worker,42584.46,0.3322,26,,,,,3.06,0.9435,8.76,0.1563,24.75,0.143,False,,21,4,0
bf5041ce-723b-4bbd-901f-073632482ebe,First-time Borrower,38808.5,0.2411,16,,,0.5127,10.21,,,,,,,True,579.0,15,2,1
08049e7a-4b0b-4547-845c-0d60cfcb126a,Gig Worker,42899.88,0.3653,22,,,,,2.86,0.6165,,,21.11,0.0039,True,719.0,29,3,0
4bbb7bbd-0be7-4333-98ac-b03bc740da5e,Informal/Rural Worker,33427.15,0.4517,22,,,0.8072,3.75,3.29,0.8442,,,,,False,,26,3,1
653b6377-5b1f-4af2-94fd-fc4350b1fee7,Informal/Rural Worker,16460.93,0.3017,17,,,0.8126,6.64,2.17,0.7032,,,,,False,,22,3,0
b584070e-bd89-4082-a465-f0d7168f934f,Gig Worker,52041.0,0.2848,28,,,,,3.11,0.8025,9.39,0.0697,23.95,0.2939,False,,29,4,0
4b247a39-65e3-4c9a-96b0-7f3b472af303,First-time Borrower,35850.01,0.2543,18,,,0.5315,13.11,,,,,,,False,,15,2,1
6763f80b-d84e-497a-9ebc-b080e06fb406,Small Merchant,99682.58,0.4675,21,173587.13,0.7181,0.4703,11.82,,,,,,,False,,15,3,0
13d3da44-74a1-4dc1-a0b3-c490b6e09e9c,Gig Worker,41927.01,0.3684,23,,,0.7194,8.99,2.32,0.8801,,,19.05,0.0426,False,,17,4,0
223739b9-b467-49e7-a60b-c20b491d917b,Informal/Rural Worker,27002.73,0.3527,15,,,0.813,1.38,3.01,0.6748,,,,,False,,19,3,0
fe4b5333-b363-42aa-8974-1164f05b6427,First-time Borrower,89043.58,0.1306,23,,,0.8118,0.0,3.04,0.8669,7.69,0.0696,,,True,757.0,31,4,0
302f38e1-0bda-4884-9af3-161c31ecae39,Informal/Rural Worker,29481.91,0.4295,22,,,0.9055,0.62,3.08,0.9212,,,,,False,,28,3,0
a1a66bbe-662c-4e78-b0f9-1df4005ed50c,Gig Worker,34309.41,0.3978,24,,,,,2.58,0.7498,,,,,False,,25,2,0
d8fbe113-e987-4db0-b419-4055776ed1df,Small Merchant,156612.7,0.2683,26,346285.05,0.7866,0.8378,7.71,,,8.94,0.1235,,,False,,28,4,0
616602c5-3ee3-4305-ac12-68efc47814f4,First-time Borrower,36974.07,0.2494,14,,,0.5572,17.57,,,4.37,0.1879,,,False,,11,3,0
aa9e293f-5d5c-4f9c-9043-52a4df1b9d09,Informal/Rural Worker,14646.88,0.6244,10,,,0.4891,10.89,1.72,0.6524,,,,,False,,11,3,1
54c047bb-ae52-4df7-b41b-6e6719dc6dfc,First-time Borrower,31324.76,0.2739,15,,,0.447,14.33,,,2.68,0.2254,,,True,553.0,12,3,1
363166ab-b5ea-4dbc-b29c-938c747906b1,Informal/Rural Worker,18126.29,0.3556,16,,,0.7578,7.18,2.54,0.6382,,,,,False,,20,3,0
b4d2eaef-3b30-4397-94a0-e989c1f5702b,Informal/Rural Worker,16503.25,0.5563,18,,,0.7759,6.62,2.66,0.5831,,,,,False,,18,3,0
e7cf4084-b117-45dd-90f1-56ab850453b7,First-time Borrower,48270.07,0.2251,15,,,0.5296,15.46,,,,,19.12,-0.0459,True,505.0,13,3,1
a0f8fc26-0fa2-43d8-b5e2-ec87eb34be74,Small Merchant,121156.25,0.3117,24,351485.35,0.8673,0.805,7.68,,,,,,,False,,25,3,0
0bcbf90c-9390-4ce4-a0a4-84a0cfa4e54f,Informal/Rural Worker,19736.24,0.5577,13,,,0.6846,7.92,2.32,0.6447,,,,,False,,18,3,0
eab7df88-9669-41e8-97ed-e2d6ff843a4c,Gig Worker,26056.21,0.38,22,,,0.741,8.28,2.01,0.7213,,,19.93,-0.0326,False,,20,4,0
3f4636cc-965b-4b02-ac46-bb6efdb0678c,Informal/Rural Worker,24115.59,0.4578,15,,,0.6533,8.1,3.17,0.7418,,,,,False,,24,3,0
23cab3a8-0fa4-4f00-810c-a64d61c4d341,First-time Borrower,58949.53,0.2119,22,,,0.7092,8.71,,,6.24,0.1181,,,True,575.0,20,3,0
37564963-51c0-44b1-ae6a-f913ee15f8bf,Informal/Rural Worker,18520.67,0.663,11,,,0.7541,10.52,2.09,0.6235,,,,,False,,19,3,0
dfb8c719-39db-4481-8f49-99d12f8c05e1,Small Merchant,57347.38,0.3832,21,186484.4,0.6929,0.5623,14.94,,,,,,,False,,7,3,1
d34fd1f8-c828-4a6e-b69c-3d7d37b5afe6,Gig Worker,20870.55,0.4954,15,,,0.5433,13.24,1.72,0.4666,,,13.33,-0.0773,False,,13,4,0
1843c220-fecb-4ae8-8b58-9d1625834d17,Small Merchant,59184.22,0.3987,20,132608.13,0.5384,0.5709,16.25,,,3.55,0.2049,,,True,459.0,7,4,1
4bc69f0b-bc41-4f3a-a1b9-f7e0c4022035,First-time Borrower,42695.1,0.2148,15,,,0.5439,13.35,,,,,,,True,573.0,16,2,1
7cee3371-443a-4fce-84d4-5fe16eb35370,First-time Borrower,81232.86,0.2035,24,,,0.8741,7.18,2.82,0.8202,,,,,True,763.0,29,3,0
5f49e25c-67ee-4376-9e31-8b96749c7552,Gig Worker,31220.85,0.4018,24,,,0.5354,12.01,1.91,0.5065,,,20.18,0.0442,False,,15,4,0
03ae80ac-9e57-46ce-a206-cf0c886c49d2,Informal/Rural Worker,17679.95,0.4504,12,,,0.5663,12.53,1.98,0.549,,,,,False,,14,3,0
b9f97cae-680f-4d0e-a02f-bacc961dda7e,First-time Borrower,64489.7,0.1567,21,,,,,2.63,0.7214,7.33,0.1649,,,True,732.0,24,3,0
e804a705-44c3-4c14-98f2-0e0f9fe52f68,Gig Worker,32054.04,0.4569,25,,,,,2.25,0.7112,,,20.09,-0.0287,False,,19,3,0
2597a785-4bc0-4a3d-938b-acf8d7370108,Small Merchant,98296.9,0.3327,22,209897.38,0.7016,0.6227,8.14,1.89,0.6237,,,,,False,,17,4,0
4f9426f9-57aa-4d26-8958-0d1cc0cae47d,Small Merchant,138683.81,0.3076,25,281985.26,0.8055,0.7644,11.63,,,6.21,0.166,23.31,0.0479,False,,17,5,0
0e0fc9c2-449d-44a9-b7f2-16cb61faf973,Small Merchant,133295.59,0.2576,22,268712.53,0.6992,0.7918,8.49,2.43,0.7441,6.51,0.163,,,False,,19,5,0
432480e0-eca1-4bc3-a601-240bc7ad7c80,Informal/Rural Worker,23886.41,0.4487,13,,,,,3.27,0.8404,,,,,False,,24,2,1
ef67f1f8-80d3-4fb9-927e-5bd2d1d14db8,Small Merchant,88142.92,0.3174,19,200121.86,0.7161,0.5552,12.74,1.86,0.6745,3.99,0.181,,,False,,8,5,1
4253919b-e831-4655-b5a6-1b11a0f5334d,First-time Borrower,67560.82,0.2499,23,,,0.6785,8.2,,,,,,,True,650.0,23,2,0
fe027b3d-8708-47b9-90d6-bc587a118f5a,Small Merchant,108940.07,0.3034,24,205428.11,0.7037,0.654,8.36,,,5.55,0.1622,,,False,,16,4,0
d3be7ddb-07cd-4332-abc9-d8c2ca5a335a,Informal/Rural Worker,15975.59,0.4936,12,,,0.6551,12.91,1.77,0.5758,,,,,False,,15,3,1
ad10d3f0-d45c-48f4-9d6a-2b6c269f2ac8,Informal/Rural Worker,25719.78,0.4212,15,,,,,2.59,0.7668,,,,,False,,27,2,0
2d49b3ea-9fc7-439a-ae25-4de5511ce9ae,Small Merchant,130538.82,0.2737,26,311626.68,0.6978,0.6329,11.56,,,6.3,0.1539,,,False,,19,4,0
1b89bb04-dac8-469b-bdc2-3f3d389c4297,First-time Borrower,69987.39,0.1329,26,,,0.858,4.25,,,8.38,0.1309,,,True,778.0,29,3,0
8d21c5cc-c636-4332-8476-43aaf6789c8a,Informal/Rural Worker,22550.95,0.5245,19,,,0.8243,9.7,2.85,0.6849,,,,,False,,21,3,0
6a2f0f39-4140-4bc2-8a68-0ec8cd12b501,Small Merchant,103896.01,0.4241,23,247576.38,0.6175,0.7209,9.55,2.33,0.7283,5.4,0.1711,,,False,,14,5,0
81ce0951-0dfa-4912-972c-269a3040abe1,Small Merchant,112984.75,0.3798,20,224830.82,0.6694,0.6936,13.47,,,3.43,0.2571,,,False,,15,4,1
dbba45ef-3a1b-4565-bd9d-573de9cf5350,Small Merchant,206834.7,0.2039,27,354281.28,0.9087,0.8014,3.39,,,6.62,0.1318,20.31,0.2126,True,705.0,29,5,0
6b902c0e-a837-4b59-a2db-fea83c0caf04,Gig Worker,27376.28,0.4082,20,,,,,,,2.49,0.2624,14.06,-0.1192,False,,4,3,1
22d379ba-9352-40d8-972a-0550a31a93c4,First-time Borrower,77034.84,0.2091,23,,,0.7623,7.27,,,9.05,0.0851,,,False,,24,3,0
bdc7e977-59e9-44fd-a671-478036448899,Gig Worker,39774.08,0.3223,26,,,,,2.85,0.8436,,,,,False,,27,2,0
a6e9e1d0-333e-4e46-b6a2-6db10d2ddfd9,Small Merchant,107047.66,0.3316,23,256775.02,0.7594,0.6768,9.02,1.86,0.7604,6.01,0.185,,,False,,19,5,0
f245e245-9e5b-46ce-971f-e445e50b279c,Gig Worker,26844.97,0.4274,20,,,0.524,15.69,,,,,20.16,-0.019,False,,17,3,0
5ce93053-295d-49a0-9c2a-5d256c1949cf,Small Merchant,128981.11,0.3442,22,280146.46,0.7762,,,1.77,0.6984,7.71,0.2201,,,False,,21,4,0
7b136022-c832-4d55-a7e1-41d1b0a4a018,Small Merchant,138012.43,0.3124,25,290968.68,0.7124,0.6873,6.21,,,7.24,0.137,,,False,,24,4,0
31a2ead4-a65e-4766-8f99-9442eac2d5d4,Informal/Rural Worker,18545.49,0.3956,15,,,0.7387,8.82,2.38,0.7317,,,,,False,,17,3,0
879ab3d9-0316-42dc-9aaf-1b9278eaa532,Small Merchant,49223.71,0.4304,22,96087.49,0.5583,0.5015,14.47,,,2.47,0.2341,,,False,,10,4,1
2cf94fb6-d9bd-41b4-85ca-64e1e301b1bc,First-time Borrower,80455.91,0.2085,23,,,0.8364,6.14,,,8.82,0.1296,,,True,735.0,27,3,0
34a5ef4e-709d-4172-94a5-87a9fbe2f4c6,First-time Borrower,48986.59,0.1904,19,,,0.6466,10.58,1.95,0.6087,5.52,0.1905,,,True,661.0,18,4,0
f109fc4e-4caf-4c42-8b6e-25e74b8ffcfd,Gig Worker,34879.52,0.3203,30,,,,,3.38,0.6931,,,,,False,,17,2,0
70a7b14c-7e8d-4610-8de3-15a018771004,Small Merchant,63867.94,0.4455,20,108054.97,0.4406,0.5031,17.03,,,3.48,0.228,,,False,,7,4,1
bf1de730-55e4-4d86-9edf-a95edb6e890c,First-time Borrower,31982.08,0.304,14,,,0.4531,17.24,,,,,,,True,461.0,13,2,1
1444f559-d800-46ac-b747-15c0abf299c0,First-time Borrower,42896.0,0.2038,11,,,0.5078,14.93,,,,,,,True,467.0,16,2,0
844e5e49-85c8-42a9-8e0d-d153721ca7a6,Small Merchant,180920.56,0.2785,25,297126.74,0.8166,0.7776,6.2,,,6.87,0.124,26.3,0.1047,True,798.0,29,5,0
0f016902-9315-4168-9cb0-da50da53d0aa,Gig Worker,44399.06,0.2835,24,,,,,3.67,0.7977,,,21.67,0.2026,False,,25,3,0
de74ab45-4840-424c-a063-6b8baaea55a7,Informal/Rural Worker,12835.51,0.5894,9,,,0.516,15.98,1.51,0.3764,,,,,False,,7,3,0
9815db66-ca57-46e4-902b-00fb4c93389b,Gig Worker,30206.92,0.339,24,,,,,2.43,0.7121,5.14,0.2033,25.9,0.1909,False,,24,4,0
8252cf8b-5849-4d85-b2a8-9f12acc05c69,Informal/Rural Worker,26507.7,0.3878,15,,,1.0,2.34,3.12,0.8168,,,,,False,,25,3,0
456d3acf-8f55-44b1-adc3-a20d12117323,First-time Borrower,29445.76,0.3106,16,,,0.6179,12.74,,,1.91,0.2483,,,True,448.0,11,3,1
dbae54d6-c1d7-4abc-a9f5-cc678a3619f1,Informal/Rural Worker,25557.85,0.3883,17,,,0.7342,4.49,2.7,0.8983,,,,,False,,27,3,0
f30eca0f-4c74-47c2-b2a1-34fa0735f16f,Informal/Rural Worker,10597.08,0.6083,12,,,0.415,18.34,1.06,0.5069,,,,,False,,11,3,1
3b35d47e-c2a9-4136-aa07-d5da65f4c3b9,First-time Borrower,39115.83,0.2365,22,,,0.6862,9.44,2.07,0.7131,,,,,True,694.0,20,3,1
3ab0a96b-899c-403c-85e8-2b766834b473,Informal/Rural Worker,16288.02,0.5325,13,,,0.6826,11.97,2.17,0.5345,,,,,False,,16,3,0
dce4c35c-b2a5-47d6-8cab-715e98603a1d,First-time Borrower,43581.4,0.2907,22,,,0.6826,10.59,1.98,0.5642,,,,,True,579.0,14,3,0
dce11fcb-7bd9-4cba-9f7d-e10767010fb2,Informal/Rural Worker,19486.68,0.4967,14,,,0.8048,5.97,2.73,0.7518,,,,,False,,18,3,0
b1b9677d-eae9-4dac-868d-fb438b8a942d,Gig Worker,39393.94,0.458,26,,,,,2.6,0.7281,6.6,0.1266,25.01,0.2389,False,,20,4,0
221f858e-bf72-420d-a41d-183798835c0b,Gig Worker,42603.11,0.2541,28,,,,,3.03,0.8569,,,24.92,0.1413,False,,26,3,0
f7b84759-dbfe-4fe7-a599-8388c80c10bd,First-time Borrower,70998.61,0.1693,25,,,0.7797,10.27,2.92,0.8713,,,,,True,687.0,25,3,0
3229e7bd-fc92-4020-8e02-2bf2ffab7e27,Gig Worker,37291.46,0.43,22,,,,,2.07,0.5713,,,17.49,0.0089,False,,19,3,0
9bbb3d3e-dcb0-45a7-8239-a07bf2b40837,Small Merchant,63054.77,0.3524,23,,,0.6489,11.96,,,5.26,0.2184,,,False,,12,3,0
1cf54059-45ce-4668-883b-259be51b65ca,First-time Borrower,44989.77,0.2859,20,,,0.6527,9.91,,,,,,,True,598.0,20,2,0
30a8d15d-324d-4564-93f7-d218686c85f4,Informal/Rural Worker,17123.31,0.517,13,,,0.5199,14.55,1.65,0.5579,,,,,False,,10,3,0
ba1b499d-587c-4942-a6aa-1a09938f13f3,Informal/Rural Worker,22774.75,0.4223,15,,,0.6921,11.33,2.7,0.7636,,,,,False,,22,3,0
8bd4040b-2828-412e-894d-5ce20ca88756,Small Merchant,77761.15,0.4029,20,148860.99,0.6045,0.5195,13.48,,,2.01,0.1716,,,False,,10,4,0
f0b7cade-48bf-478c-b609-0e90263798ee,Informal/Rural Worker,21621.28,0.5533,11,,,0.5736,10.65,2.15,0.6017,,,,,False,,20,3,0
f1d49b04-4f50-4659-bfc4-d557296395bb,First-time Borrower,48908.42,0.2669,18,,,0.547,10.71,1.77,0.6801,3.68,0.1449,,,True,609.0,19,4,1
d2fea458-a12d-46e1-a244-8cb85b5d61e8,Gig Worker,34922.5,0.3478,26,,,,,1.89,0.7489,,,20.94,0.1385,True,652.0,25,3,1
933fd9cf-3cb1-42bf-bf71-af5a8c0942ba,Informal/Rural Worker,30196.21,0.2601,20,,,0.8877,3.88,3.4,0.8091,,,,,False,,23,3,0
dd1df76b-ce6d-4257-a54d-8339024256e5,Small Merchant,123519.8,0.3863,23,287964.16,0.7414,0.6723,9.61,,,3.85,0.1518,,,False,,19,4,1
cbdb58ba-57c3-4a0c-a514-625964428694,Informal/Rural Worker,24035.65,0.5672,10,,,0.6547,11.22,1.84,0.6388,,,,,False,,18,3,1
425c9ab4-5439-424e-9b68-f7b4ec23c045,First-time Borrower,81197.09,0.177,24,,,0.8946,2.02,,,,,,,False,,27,2,0
d49efd27-d4dd-4216-acbc-aee27f4f56a8,Small Merchant,137357.02,0.361,25,285245.21,0.7915,,,2.37,0.7819,5.37,0.2114,,,False,,16,4,0
47ed13d3-7840-4989-863e-40955b2f7f4a,Informal/Rural Worker,13689.99,0.4553,13,,,0.5767,11.0,1.44,0.6346,,,,,False,,5,3,0
ff611916-8377-44b7-9d38-d12a3889ebdf,Informal/Rural Worker,13682.11,0.6053,13,,,0.5699,13.24,1.33,0.5933,,,,,False,,22,3,0
e1029917-6f22-4bfa-a778-af76ade56548,Gig Worker,28793.15,0.3928,22,,,,,1.56,0.706,,,17.91,-0.0567,True,599.0,20,3,1
68a3f843-fa06-44ad-8717-afd417fab279,Small Merchant,162363.96,0.282,25,308236.45,0.7371,0.7593,5.17,2.05,0.7103,7.69,0.1306,,,False,,25,5,0
abd69a6f-af38-45e0-9cb1-bc73245fae54,Informal/Rural Worker,18453.68,0.508,11,,,0.66,7.27,2.06,0.7166,,,,,False,,16,3,0
124f03ec-7d0d-43cd-bdd5-e8930349d902,Informal/Rural Worker,22279.73,0.4738,12,,,0.6489,12.57,2.04,0.552,,,,,False,,13,3,1
22202963-1c63-4ffa-adde-c3fbf55b5cac,First-time Borrower,35686.64,0.311,20,,,0.7357,8.27,1.7,0.6305,,,,,True,574.0,19,3,0
00316276-8864-4edc-95ec-65940d9e560f,Small Merchant,188150.85,0.27,25,382513.33,0.9188,0.7841,4.24,,,7.97,0.1677,20.26,0.0981,False,,29,5,0
8cd0ca61-bb0d-4152-b12e-51aba8cc3438,Small Merchant,192951.79,0.2983,24,,,0.8289,8.16,,,7.43,0.11,,,False,,22,3,0
14569bc6-8b5a-4a3e-b0b2-eea07056044d,Gig Worker,29947.97,0.4187,21,,,,,1.86,0.6423,,,20.16,0.1295,False,,14,3,0
0e83983f-1ea2-4cb4-aa61-3af1940bc9cc,Gig Worker,41877.42,0.4324,25,,,0.8185,5.85,2.81,0.7521,,,22.44,0.0715,False,,20,4,0
d4efff82-463a-4eea-883a-76d309bff8ea,Informal/Rural Worker,23533.6,0.4076,19,,,0.8072,0.5,,,,,,,True,731.0,20,2,0
49564202-5c90-45d0-ac2c-8c84e8d0cbb2,First-time Borrower,52581.84,0.2577,17,,,0.5681,7.15,2.13,0.6115,6.2,0.1726,16.38,-0.0601,True,597.0,18,5,1
632482ef-da93-4785-bd89-2eb02da191fb,Small Merchant,129306.12,0.3853,26,,,0.6339,9.11,,,5.62,0.154,,,False,,19,3,1
25113b1d-0fd3-43be-a1ca-c0b5d7d9ba30,First-time Borrower,51315.81,0.202,18,,,0.6802,9.98,,,,,21.32,0.0761,False,,23,3,0
1365d803-5174-4ea1-81dd-615e87773f50,First-time Borrower,60561.95,0.1405,23,,,0.8379,4.64,,,,,21.02,0.1915,True,715.0,22,3,0
9893983c-b8f9-4b8b-8eb0-7b4092830813,Small Merchant,178941.75,0.2515,28,376850.65,0.8654,0.7863,0.57,,,8.47,0.0624,,,False,,30,4,0
317b9e0a-a76c-4642-a961-fc9d2d663187,First-time Borrower,40108.08,0.2935,15,,,0.506,15.41,,,,,,,True,496.0,7,2,0
1068edbd-1690-4499-95a2-b54a6b88f0ea,Informal/Rural Worker,15524.15,0.4612,11,,,0.6262,14.15,1.89,0.6607,,,,,False,,19,3,0
05d73b96-6421-4b9e-a632-557fccaa556c,Small Merchant,114131.91,0.3307,26,145480.82,0.5708,0.5684,10.44,,,,,,,False,,17,3,0
24f83efe-965d-4363-b9fe-f4cfd2847615,Informal/Rural Worker,23423.26,0.3673,15,,,0.8691,4.1,2.65,0.8462,,,,,False,,28,3,0
ac8b2ff2-2b70-46c1-8544-07d33524c151,Small Merchant,142662.49,0.4195,27,313190.2,0.8801,0.8063,10.55,,,7.19,0.1719,,,False,,23,4,0
7f2b5da8-cbc6-48c1-9ef0-3712480c36a6,Gig Worker,43005.62,0.2944,20,,,0.7777,4.28,2.54,0.6997,,,17.91,0.062,False,,21,4,0
eaf59edb-51d6-4ed9-b628-d2c28f6dbbe4,Small Merchant,145376.56,0.239,26,314244.12,0.8029,0.7974,7.38,2.52,0.5973,7.94,0.1218,,,False,,22,5,0
58ba3b48-1d54-41b0-9458-f6440aa1e5dc,Small Merchant,201235.02,0.2857,29,409865.28,0.9487,0.9299,0.0,,,9.77,0.0497,,,False,,34,4,0
f14f3586-630e-43d3-88c7-724862468f4e,Informal/Rural Worker,14888.36,0.5265,4,,,,,1.68,0.58,,,,,False,,15,2,0
55e87af8-23ec-4ae7-a4c0-8d311fce0363,Gig Worker,24903.2,0.4905,23,,,0.6518,10.96,1.82,0.6712,3.66,0.1899,17.22,-0.0297,False,,12,5,0
67ce4327-af9d-42a2-bb62-240b1b2aa406,Small Merchant,78046.02,0.4673,19,211254.83,0.6763,0.5588,14.2,1.95,0.5693,4.08,0.2091,,,False,,22,5,1
dc9a768d-aa73-4ae5-8b2f-86bd487119b2,First-time Borrower,43287.31,0.2468,18,,,0.5404,9.2,,,3.3,0.2024,12.81,0.0033,True,550.0,15,4,0
037c1a96-2988-4c2e-a795-5135d824fc9d,Small Merchant,86855.41,0.3754,23,173327.85,0.5671,0.5936,14.53,2.45,0.6712,4.61,0.1629,,,False,,21,5,1
74c765ec-0e4b-470c-a79b-1961881e4330,First-time Borrower,57923.15,0.2478,19,,,0.749,8.95,,,,,,,False,,18,2,0
828e0b24-15e6-4b5a-b505-e9306416ca3e,Small Merchant,97905.18,0.3277,23,164348.68,0.5698,0.6456,13.64,,,2.67,0.2123,,,False,,14,4,0
a49d2e70-0c3f-49be-bc37-5c8b5025248b,First-time Borrower,55361.58,0.1586,25,,,0.7253,9.63,,,,,,,False,,23,2,0
f98bf899-12d8-4039-97ac-bf12c6ea3607,Informal/Rural Worker,26160.72,0.4134,18,,,0.7322,4.96,2.38,0.6049,,,,,False,,19,3,0
cd1f14de-6267-4be0-974d-205696f5b8c8,Small Merchant,77922.94,0.375,20,139692.12,0.5688,,,1.77,0.5411,,,,,False,,10,3,1
f2d46742-1bf5-444e-9873-04b0eede66ed,Small Merchant,97990.15,0.4395,22,207037.27,0.6589,0.6705,12.49,,,2.66,0.1913,,,True,543.0,14,4,0
2553129d-3603-4cf5-b07e-29fe0c579207,Informal/Rural Worker,12933.0,0.5339,11,,,0.5342,12.64,1.37,0.6252,,,,,False,,14,3,0
04e90c69-1c29-4678-9b57-e92e8ac39c36,First-time Borrower,86766.31,0.0853,29,,,0.9214,0.0,,,7.3,0.1474,,,False,,29,3,0
001a07f9-7f67-4e2d-a973-657bb7c0477b,Informal/Rural Worker,18541.2,0.5795,12,,,0.64,9.42,2.46,0.6111,,,,,False,,12,3,0
bfc959a9-c7c6-478c-ae29-d50a1f096a73,Informal/Rural Worker,22541.1,0.4677,15,,,0.789,8.03,2.8,0.6754,,,,,True,722.0,19,3,0
769ffc55-8528-4120-87c4-bafcfba5538a,Small Merchant,80927.02,0.4202,19,123498.08,0.5787,0.5089,17.7,,,4.13,0.2299,,,False,,9,4,1
d477e1f6-7227-4dea-8058-f1fb6be9a73c,First-time Borrower,48381.22,0.2178,20,,,0.7176,11.14,,,,,,,True,571.0,18,2,0
a223edd2-d1f1-420a-8455-21801cdf60de,Small Merchant,177126.9,0.157,28,,,0.9751,6.09,,,8.38,0.1362,25.73,0.1095,True,739.0,28,4,0
65db6f92-0351-4333-998d-29136c925e75,Informal/Rural Worker,17671.11,0.6845,11,,,0.6699,11.97,2.05,0.5454,,,,,False,,12,3,1
330d14cb-7664-40eb-ab1f-c3bf4fe84071,Gig Worker,42696.98,0.4467,25,,,,,3.06,0.9331,,,22.35,0.032,False,,23,3,0
acf852b5-2bce-41c8-93da-ef6110c78043,Informal/Rural Worker,16904.45,0.5066,10,,,0.679,13.01,1.88,0.6307,,,,,False,,18,3,0
9dad0e44-d9ce-49be-9ed3-56cfde52c131,Gig Worker,29482.32,0.2834,24,,,,,2.01,0.7195,7.2,0.1868,22.81,-0.0136,False,,12,4,0
5d4a7bf9-90be-4804-b071-696c41c3947b,Informal/Rural Worker,22101.18,0.3414,18,,,0.7377,11.44,2.25,0.7139,,,,,False,,25,3,0
783a360e-5700-47b9-b30a-96e644f2d13c,Informal/Rural Worker,19956.47,0.4885,15,,,0.8071,13.06,1.88,0.5751,,,,,False,,13,3,0
13607fb0-7ac3-45f3-a350-e2ab84c0a573,First-time Borrower,38836.41,0.2625,13,,,0.7098,9.21,,,,,,,True,665.0,18,2,0
c7e2baf1-172c-4b66-9ca7-a5ab549223c5,Small Merchant,167008.55,0.3057,25,344052.26,0.915,0.7225,6.14,,,8.15,0.1338,,,True,746.0,22,4,0
201a159e-710d-4f50-99d4-c9b5bd35504f,Informal/Rural Worker,25894.09,0.4213,19,,,0.9079,2.53,3.18,0.8918,,,,,False,,28,3,0
59c2e37b-613f-4d8b-9dec-7749925660c4,First-time Borrower,72589.36,0.0627,28,,,0.8135,2.63,,,,,,,True,771.0,27,2,0
8d287540-d317-4329-b633-ebb911d54ee1,Small Merchant,109602.63,0.4426,21,236813.39,0.7014,0.7845,8.36,,,4.58,0.1635,,,False,,16,4,1
f3a01b3e-f538-4484-b437-60eedf3cb45e,Gig Worker,41291.68,0.3201,25,,,,,2.81,0.7386,,,22.11,0.0986,False,,18,3,0
c2ef2a67-bf52-45b2-ad90-31a2fab57220,First-time Borrower,35512.62,0.1867,18,,,0.5718,15.28,,,,,15.07,-0.0128,False,,13,3,0
b4e6f40a-c95a-495d-a4b5-ed72cabbed9c,Small Merchant,183062.93,0.2464,25,376142.41,0.8899,0.9164,2.42,,,9.05,0.1239,,,False,,22,4,0
d9a14966-e96e-4921-a244-31c12a78926e,Informal/Rural Worker,16208.72,0.3225,10,,,0.5903,12.35,2.1,0.6242,,,,,False,,17,3,0
7bff2f0e-1ca6-4498-8191-00679b142489,Gig Worker,37696.08,0.3625,25,,,,,2.66,0.7266,,,19.47,0.2163,False,,22,3,0
21a5aedb-91ea-4930-9abb-22ab8114581e,Small Merchant,125922.26,0.3864,23,155716.58,0.7441,0.6182,10.71,,,4.03,0.1918,,,False,,15,4,1
575205c7-1fdf-455d-8e7d-65c375c87f0a,Gig Worker,27607.82,0.297,20,,,,,,,,,15.91,0.0387,True,541.0,14,2,0
964975a9-8bbb-4d40-9607-2c6430a0db3b,Small Merchant,69264.02,0.4905,18,205914.66,0.654,0.722,15.48,,,2.42,0.2054,,,False,,12,4,0
1aa33e66-21e9-44ca-ab45-1a0d27bb289a,First-time Borrower,69542.18,0.1543,23,,,0.7872,5.21,,,,,,,True,734.0,20,2,0
4878eb31-ba37-4c65-b1d3-de8e969db918,First-time Borrower,33439.44,0.2705,16,,,0.6387,15.94,,,3.08,0.1992,,,False,,12,3,1
a1ec23e5-04b5-4cae-b103-bb9ce9bd1bee,Informal/Rural Worker,28056.86,0.4586,16,,,0.734,3.67,2.44,0.7597,,,,,False,,25,3,0
f3911563-f3b0-4b23-bba4-f9d4954c81a2,Small Merchant,138120.77,0.3216,26,351238.63,0.7321,0.8968,2.68,,,,,,,True,685.0,25,3,0
d095e272-97fd-4f15-8096-8742120d4d95,Small Merchant,152373.5,0.2148,24,290051.66,0.8224,0.7976,7.67,2.41,0.7727,5.77,0.1608,,,False,,24,5,0
